url,online_order,book_table,rate,votes,rest_type,approx_cost(for two people),listed_in(type),listed_in(city),Afghan,Afghani,African,American,Andhra,Arabian,Asian,Assamese,Australian,Awadhi,BBQ,Bakery,Bar Food,Belgian,Bengali,Beverages,Bihari,Biryani,Bohri,British,Bubble Tea,Burger,Burmese,Cafe,Cantonese,Charcoal Chicken,Chettinad,Chinese,Coffee,Continental,Desserts,Drinks Only,European,Fast Food,Finger Food,French,German,Goan,Greek,Grill,Gujarati,Healthy Food,Hot dogs,Hyderabadi,Ice Cream,Indian,Indonesian,Iranian,Italian,Japanese,Jewish,Juices,Kashmiri,Kebab,Kerala,Konkan,Korean,Lebanese,Lucknowi,Maharashtrian,Malaysian,Mangalorean,Mediterranean,Mexican,Middle Eastern,Mithai,Modern Indian,Momos,Mongolian,Mughlai,Naga,Nepalese,North Eastern,North Indian,Oriya,Paan,Pan Asian,Parsi,Pizza,Portuguese,Rajasthani,Raw Meats,Roast Chicken,Rolls,Russian,Salad,Sandwich,Seafood,Sindhi,Singaporean,South American,South Indian,Spanish,Sri Lankan,Steak,Street Food,Sushi,Tamil,Tea,Tex-Mex,Thai,Tibetan,Turkish,Vegan,Vietnamese,Wraps
https://www.zomato.com/bangalore/spicy-tandoor-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwxODkwMjYzOCwiMTgzMDYyMDgiLCI1NDc4NyIsIjE4OTE4NTA0IiwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiwiNjA4NjIiLCIxODY0Mjc1MiIsIjE4NTc2NzUyIiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,Quick Bites,150,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/om-sri-vinayaka-chats-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwxODkxODUwNCwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiwiNjA4NjIiLCIxODY0Mjc1MiIsIjE4NTc2NzUyIiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,"Takeaway, Delivery",500,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/hari-super-sandwich-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzYyOTQ5IiwiMTg4Njg3ODYiLCIxODQ2MDAzNCIsIjE4Mzc4Nzg2IiwxODkwMDY3NywiNTgwMzIiLCIxODU2OTIwMCIsIjYxMTM4IiwiMTgwMjIyNTciLCIxODM5Njc1MCIsIjE4NjEwODU2IiwiMTg3MjQ4NDciLCIxODczMzgwNyIsIjU5NTg3IiwiNjA1MTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,"Takeaway, Delivery",200,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/roll-magic-fast-food-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODUzNzIyIiwiMTg1OTY5NzYiLCIxODcyNDE2NiIsIjE4NzI0NTQ3IiwxODkxODkwNSwiMTg5MDg4ODgiLCIxODkyODQwMyIsIjE4NDYwMDM4IiwiMTg2NDM1MTIiLCIxODcwMjExNiIsIjE4NzE4OTAzIiwiMTg3MjQ3OTIiLCIxODcyNDgyMSIsIjE4NzI0NjQyIiwiMTg3NDEzNDYiLCIxODc0MDM0MyIsIjE4Nzg5ODg4IiwiMTg4OTU4NTIiLCIxODkwMjMyMSIsIjE4MTczMDkyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,No,No,NEW,0,"Takeaway, Delivery",200,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/foodlieious-multi-cuisine-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTk2OTc2IiwiMTg3MjQxNjYiLCIxODcyNDU0NyIsIjE4OTE4OTA1IiwxODkwODg4OCwiMTg5Mjg0MDMiLCIxODQ2MDAzOCIsIjE4NjQzNTEyIiwiMTg3MDIxMTYiLCIxODcxODkwMyIsIjE4NzI0NzkyIiwiMTg3MjQ4MjEiLCIxODcyNDY0MiIsIjE4NzQxMzQ2IiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwiMTg5MDIzMjEiLCIxODE3MzA5MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,No,No,NEW,0,Quick Bites,100,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/thanishka-nati-and-karavali-style-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI0MTY2IiwiMTg3MjQ1NDciLCIxODkxODkwNSIsIjE4OTA4ODg4IiwxODkyODQwMywiMTg0NjAwMzgiLCIxODY0MzUxMiIsIjE4NzAyMTE2IiwiMTg3MTg5MDMiLCIxODcyNDc5MiIsIjE4NzI0ODIxIiwiMTg3MjQ2NDIiLCIxODc0MTM0NiIsIjE4NzQwMzQzIiwiMTg3ODk4ODgiLCIxODg5NTg1MiIsIjE4OTAyMzIxIiwiMTgxNzMwOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,Quick Bites,400,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/melting-melodies-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI0NjQyIiwiMTg3NDEzNDYiLCIxODc0MDM0MyIsIjE4Nzg5ODg4IiwxODg5NTg1MiwiMTg5MDIzMjEiLCIxODE3MzA5MiIsIjU2NjM0IiwiMTg4MjA0MjYiLCIxODY4MzQ4MCIsIjU1OTk0IiwiNTYwNDIiLCI1NDg5OCIsIjE4NDYwMDU1IiwiNTM0NzgiLCIxODkwMjE3MyIsIjE4Mzg3Mzc3IiwiMTg0MjQwNjIiLCIxODYwMTAwMiIsIjU0OTIyIiwiMTg1ODM0NTQiLCIxODgwMzE2MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,No,No,NEW,0,"Takeaway, Delivery",100,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/new-indraprasta-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQxMzQ2IiwiMTg3NDAzNDMiLCIxODc4OTg4OCIsIjE4ODk1ODUyIiwxODkwMjMyMSwiMTgxNzMwOTIiLCI1NjYzNCIsIjE4ODIwNDI2IiwiMTg2ODM0ODAiLCI1NTk5NCIsIjU2MDQyIiwiNTQ4OTgiLCIxODQ2MDA1NSIsIjUzNDc4IiwiMTg5MDIxNzMiLCIxODM4NzM3NyIsIjE4NDI0MDYyIiwiMTg2MDEwMDIiLCI1NDkyMiIsIjE4NTgzNDU0IiwiMTg4MDMxNjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,Quick Bites,150,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/bitez-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU2MDQyIiwiNTQ4OTgiLCIxODQ2MDA1NSIsIjUzNDc4IiwxODkwMjE3MywiMTgzODczNzciLCIxODQyNDA2MiIsIjE4NjAxMDAyIiwiNTQ5MjIiLCIxODU4MzQ1NCIsIjE4ODAzMTYwIiwiMTg2NTk5NDgiLCI1MzY1MiIsIjU5MjY2IiwiMTg3MDE3NTYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No,No,NEW,0,Quick Bites,100,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zomato.com/bangalore/ssv-upahar-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTcyOTUyIiwiMTg1NTYwMjEiLCIxODUwMzA4MCIsIjU0MTc3IiwxODg5NDkzNSwiMTg0MTI0MTIiLCI1MDQ1NiIsIjE4NTU5MjExIiwiMTg4ODY4NTEiLCIxODY1MTMzNyIsIjE4Njk3Mjc3IiwiMTg3Nzc0MjgiLCI1OTY3MyIsIjUwMjg4IiwiMTg2MjE4MTkiLCIxODU5NTkwMiIsIjE4NzI5NDc2IiwiMTg3MjcyMDAiLCIxODUzMTY1MCIsIjUxNzA5IiwiNTA1NDkiLCIxODUyOTA5MCIsIjU0MDg2IiwiMTg1NjM4MTgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,Yes,No,NEW,0,Quick Bites,300,Delivery,Banashankari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
